markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"['\n', 'Stacking is a similar to boosting:\n', '\n', ""you also apply several models to your original data. The difference here is, however, that you don't have just an empirical formula for your weight function, rather you introduce a meta-level and use another model/approach to estimate the input together with outputs of every model to estimate the weights or, in other words, to determine what models perform well and what badly given these input data. and finally I get its true illustration.""]",63,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m63
"['consider we have a dataset we splite our data set into 3 parts : training, validation , test']",64,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m64
['![Imgur](https://i.imgur.com/EQYa8C8.png)'],65,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m65
['then make this step'],66,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m66
['![Imgur](https://i.imgur.com/fVazCYe.png)'],67,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m67
['![Imgur](https://i.imgur.com/2zjxVBC.png)'],68,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m68
['![Imgur](https://i.imgur.com/lpDhGd1.png)'],69,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m69
"['train algorythm 0 on **A** and make predictions for **B** and **C** and save to **B1,C1**\n', '\n', 'train algorythm 1 on **A** and make predictions for **B** and **C** and save to **B1,C1**']",70,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m70
['![Imgur](https://i.imgur.com/10slay8.png)'],71,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m71
['**At this moment we stacked predictions to each others thats where stacking name comes from** and then'],72,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m72
"['train algorythm 2 on **A** and make predictions for **B** and **C** and save to **B1,C1**']",73,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m73
['![Imgur](https://i.imgur.com/hfp6JGP.png)'],74,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m74
"['then we take the data from the validation set which we already knew and we are going to feed a new model .\n', '\n', 'train algorythm 3 on **B1** and make predictions for **C1**']",75,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m75
['![Imgur](https://i.imgur.com/md3L8yB.png)'],76,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m76
['**Code in python**'],77,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m77
['![Imgur](https://i.imgur.com/bfb2qlr.png)'],78,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m78
['![Imgur](https://i.imgur.com/Bo4KItc.png)'],79,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m79
['![Imgur](https://i.imgur.com/hGkZd9T.png)'],80,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m80
['I hope that I give you a piece of introduction of ensembling methods and this is not the end of my tutorial but this is only the first episode and I will continue soon illustrating the remaining methods of ensemlbing techniques.\n'],81,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m81
"['resources :\n', '\n', '\n', '[Google](https://www.google.com/webhp?hl=en&sa=X&ved=0ahUKEwiU0c_cgOLhAhUjQxUIHfetDCwQPAgH)\n', '    \n', '\n', '[Analytics videa](https://www.analyticsvidhya.com/)\n', '    \n', '\n', '[youtube](https://www.youtube.com/)\n', '    \n', '\n', '[wikipedia](https://www.wikipedia.org/)\n', '    \n', '  \n', '  \n', '  and a lot of other resources .\n', '    thanks a lot.']",82,amrmahmoud123,1-guide-to-ensembling-methods,amrmahmoud123_1-guide-to-ensembling-methods_m82
"[""The data looks like it has had Principal Component Analysis applied to it, since each feature looks near Gaussian. Let's generate some data to see what PCA looks like on generated continuous and categorical data, and compare some plots to the Santander data.\n"", '\n', ""**Update**: CPMP suggested Truncated SVD, so we'll explore that too (https://www.kaggle.com/c/santander-customer-transaction-prediction/discussion/87301#503701)""]",0,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m0
"['# Create random data\n', ""Let's create 1000 random variables which are correlated""]",1,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m1
['# PCA on continuous variables'],2,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m2
"[""Let's have a look at the distributions and cross plots""]",3,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m3
['# Truncated SVD on continuous variables'],4,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m4
"['# PCA on categorical variables\n', ""Let's convert our continuous dataset to a discrete/categorical dataset by rounding to the nearest 100. Then see what the transformed data looks like""]",5,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m5
['So now there should only be a handful of categories per feature'],6,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m6
"['Even with a handful of categories per feature, after performing PCA, the cross plots still look like circular/spherical data clouds\n', '\n', '# Truncated SVD on categorical data']",7,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m7
['# Comparing to the Santander dataset'],8,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m8
"['# Discussion\n', ""* By visually comparing the pair plots above with our data for both continuous and categorical features, they look pretty similar. Although we can't prove that PCA or SVD has been applied, we can't rule it out either\n"", '* Applying PCA or SVD on categorical data makes it hard to see that the data was originally categorical after the transform. For example, there are no bands/stripes in the cross plots to suggest discretisation. It looks pretty difficult to recover any categories from the transformed data\n', ""* PCA features typically have a mean close to zero. The Santander features do not. This might be a clue hinting that PCA wasn't applied to the data, or deliberate obfuscation by the organisers. SVD on the otherhand creates features with non-zero mean""]",9,anjum48,has-pca-or-svd-been-performed-on-the-dataset,anjum48_has-pca-or-svd-been-performed-on-the-dataset_m9
"['# General information\n', '\n', 'In Santander Customer Transaction Prediction competition we have a binary classification task. Train and test data have 200k samples each and we have 200 anonimyzed numerical columns. It would be interesting to try good models without overfitting and knowing the meaning of the features.\n', ""In fact this competition seems to be similar to another current competition: don't overfit II, so I'll use a lot of ideas from my [kernel](https://www.kaggle.com/artgor/how-to-not-overfit).\n"", '\n', ""In this kernel I'll write the following things:\n"", '\n', '* EDA on the features and trying to get some insights;\n', '* Using permutation importance to select most impactful features;\n', '* Comparing various models: linear models, tree based models and others;\n', '* Trying various approaches to feature selection including taking top features from eli5;\n', '* Hyperparameter optimization for models;\n', '* Feature generation;\n', '* Other things;\n', '\n', '![](https://i.imgur.com/e5vPHpJ.png)\n', '\n', '*Work still in progress*']",0,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m0
['## Data exploration'],1,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m1
"['From this overview we can see the following things:\n', '* target is binary and has disbalance: 10% of samples belong to 1 class;\n', '* values in columns are more or less similar;\n', '* columns have high std (up to 20)\n', '* columns have a high range of means;']",2,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m2
"[""Let's have a look at correlations now!""]",3,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m3
"['We can see that all features have a low correlation with target. So we have no highly correlated features which we could drop, on the other hand we could drop some columns with have little correlation with the target.']",4,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m4
['## Basic modelling'],5,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m5
['## ELI5'],6,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m6
"[""ELI5 didn't help up to eliminate features, but let's at least try to take top-100 and see how it helps.""]",7,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m7
['## Feature generation'],8,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m8
"['### Feature interaction\n', '\n', ""Didn't improve score""]",9,artgor,santander-eda-fe-fs-and-models,artgor_santander-eda-fe-fs-and-models_m9
